1,1,54.89,59.44,124.08,61.16,1,1,1.0
1,2,312.3,0.0,399.31,121.7,1,1,1.0
1,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
2,1,37.43,56.07,122.07,61.160000000000004,1,1,1.0
2,2,312.3,0.0,398.60999999999996,121.36,1,1,1.0
2,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
3,1,19.96,52.7,120.07999999999998,61.16,1,1,1.0
3,2,312.3,0.0,397.91,121.02,1,1,1.0
3,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
4,1,2.5,49.33,118.07,61.16,1,1,1.0
4,2,312.3,0.0,397.21,120.68,1,1,1.0
4,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
5,1,1.88,45.96,99.22,61.160000000000004,1,1,1.0
5,2,312.3,0.0,396.50999999999993,120.34,1,1,1.0
5,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
6,1,1.25,42.59,80.38,61.16,1,1,1.0
6,2,312.3,0.0,395.81,120.0,1,1,1.0
6,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
7,1,0.62,39.22,61.550000000000004,61.16,1,1,1.0
7,2,312.3,0.0,395.10999999999996,119.67,1,1,1.0
7,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
8,2,312.3,0.0,394.41,119.33,1,1,1.0
8,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
9,2,312.3,0.0,393.71,118.99,1,1,1.0
9,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
10,2,312.3,0.0,393.00999999999993,118.65,1,1,1.0
10,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
11,4,863.15,180.02,96.85000000000002,88.24999999999997,1,1,1.0
11,2,312.3,0.0,392.31,118.31,1,1,1.0
11,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
12,4,820.21,169.54,139.78999999999996,96.96000000000001,1,1,1.0
12,2,312.3,0.0,391.60999999999996,117.97,1,1,1.0
12,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
13,4,777.27,159.06,182.73000000000002,105.68,1,1,1.0
13,2,312.3,0.0,390.90000000000003,117.63,1,1,1.0
13,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
14,4,734.34,148.58,225.65999999999997,114.39000000000001,1,1,1.0
14,2,312.3,0.0,390.2,117.29,1,1,1.0
14,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
15,4,691.4,138.1,268.6,123.1,1,1,1.0
15,2,312.3,0.0,389.49999999999994,116.96,1,1,1.0
15,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
16,4,655.37,132.55,264.53999999999996,119.69,1,1,1.0
16,5,0.0,163.42,58.39,90.0,1,1,1.0
16,2,312.3,0.0,388.8,116.62,1,1,1.0
16,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
17,4,619.33,126.99,260.49,116.3,1,1,1.0
17,5,0.0,167.81,79.52,99.10000000000002,1,1,1.0
17,2,312.3,0.0,388.09999999999997,116.28,1,1,1.0
17,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
18,4,583.3,121.44,256.43000000000006,112.89000000000001,1,1,1.0
18,5,0.0,172.21,100.64,108.20000000000002,1,1,1.0
18,2,312.3,0.0,387.40000000000003,115.94,1,1,1.0
18,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
19,4,551.94,115.88,247.69999999999993,109.5,1,1,1.0
19,5,0.0,176.6,121.77,117.29999999999998,1,1,1.0
19,2,312.3,0.0,386.7,115.6,1,1,1.0
19,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
20,4,520.59,110.33,238.95999999999992,106.08999999999999,1,1,1.0
20,5,0.0,181.0,142.9,126.39999999999998,1,1,1.0
20,2,312.3,0.0,386.81,115.4,1,1,1.0
20,3,87.83,0.0,238.59000000000003,65.08,1,1,1.0
21,4,489.23,104.77,230.23000000000002,102.69000000000001,1,1,1.0
